Taxon	Mnemonic	Scientific name	Common name	Synonym	Other Names	Reviewed	Rank	Lineage	Parent
292458	AGRLI	Agriotes lineatus	Lined click beetle			reviewed	Species	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Coleoptera; Polyphaga; Elateriformia; Elateroidea; Elateridae; Elaterinae; Agriotes	292457
55055	AGRCO	Agrius convolvuli	Morning glory sphinx moth		Agrius convoluvuli; Agrius convolvuli (Linnaeus, 1758); Herse convolvuli; Sphinx convolvuli Linnaeus, 1758; convolvulus hawk-moth; sweetpotato hornworm	reviewed	Species	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Bombycoidea; Sphingidae; Sphinginae; Acherontiini; Agrius	40103
311403	AGRRK	Agrobacterium radiobacter (strain K84 / ATCC BAA-868)			Agrobacterium radiobacter K84; Agrobacterium radiobacter str. K84; Agrobacterium radiobacter strain K84; Agrobacterium rhizogenes K84; Agrobacterium tumefaciens K84; Rhizobium radiobacter K84	reviewed		Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium; Agrobacterium tumefaciens complex	358
359	AGRRH	Agrobacterium rhizogenes			Agrobacterium biovar 2; Agrobacterium rhizogenes (RI plasmid PRI1724); Agrobacterium rhizogenes (RI plasmid PRI8196); Agrobacterium rhizogenes (RI plasmid PRIA4B); Agrobacterium rhizogenes (Riker et al. 1930) Conn 1942 (Approved Lists 1980) emend. Sawada et al. 1993; Rhizobium rhizogenes; Rhizobium rhizogenes (Riker et al. 1930) Young et al. 2001; Rhizobium sp. LMG 9509	reviewed	Species	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium	357
74562	AGRSA	Agrobacterium sp. (strain ATCC 21400)			Agrobacterium sp. ATCC 21400; Agrobacterium sp. ATCC21400	reviewed	Species	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium	357
268951	AGRSC	Agrobacterium sp. (strain CP4)			Agrobacterium sp. CP4	reviewed	Species	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium	357
252128	AGRSK	Agrobacterium sp. (strain KNK712)			Agrobacterium sp. KNK712	reviewed	Species	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium	357
190386	AGRT9	Agrobacterium tumefaciens (strain 15955)				reviewed		Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium; Agrobacterium tumefaciens complex	358
176298	AGRT4	Agrobacterium tumefaciens (strain Ach5)				reviewed		Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium; Agrobacterium tumefaciens complex	358
370	AGRTA	Agrobacterium tumefaciens (strain apple 185)				reviewed		Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium; Agrobacterium tumefaciens complex	358
371	AGRTB	Agrobacterium tumefaciens (strain B2A)				reviewed		Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium; Agrobacterium tumefaciens complex	358
176299	AGRT5	Agrobacterium tumefaciens (strain C58 / ATCC 33970)			Agrobacterium tumefaciens (strain C58); Agrobacterium tumefaciens str. C58; Agrobacterium tumefaciens str. C58 (Cereon); Agrobacterium tumefaciens str. C58 (Dupont); Agrobacterium tumefaciens str. C58 (U. Washington); Rhizobium radiobacter str. C58 (Cereon); Rhizobium radiobacter str. C58 (Dupont); Rhizobium radiobacter str. C58 (U. Washington)	reviewed		Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium; Agrobacterium tumefaciens complex	1176649
372	AGRTC	Agrobacterium tumefaciens (strain II Chrys)				reviewed		Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium; Agrobacterium tumefaciens complex	358
260551	AGRTR	Agrobacterium tumefaciens (strain RS5)				reviewed		Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium; Agrobacterium tumefaciens complex	358
176300	AGRT7	Agrobacterium tumefaciens (strain T37)				reviewed		Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium; Agrobacterium tumefaciens complex	358
373	AGRVI	Agrobacterium vitis		Rhizobium vitis	Agrobacterium biovar 3; Agrobacterium vitis Ophel and Kerr 1990; Agrobacterium vitis plasmid pTiAB4; Rhizobium vitis (Ophel and Kerr 1990) Young et al. 2001	reviewed	Species	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium	357
311402	AGRVS	Agrobacterium vitis (strain S4 / ATCC BAA-846)		Rhizobium vitis (strain S4)	Agrobacterium vitis S4; Agrobacterium vitis str. S4; Agrobacterium vitis strain S4	reviewed		Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium	373
5400	AGRAE	Agrocybe aegerita	Black poplar mushroom	Agaricus aegerita		reviewed	Species	Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Homobasidiomycetes; Agaricomycetidae; Agaricales; Bolbitiaceae; Agrocybe	5399
64608	AGRCY	Agrocybe cylindracea	Toadstool	Pholiota aegerita		reviewed	Species	Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Homobasidiomycetes; Agaricomycetidae; Agaricales; Bolbitiaceae; Agrocybe	5399
41986	AGRME	Agromyces mediolanus		Corynebacterium mediolanum	"Corynebacterium mediolanum" Mamoli 1939; Agromyces mediolanensis; Agromyces mediolanus (ex Mamoli 1939) Suzuki et al. 1996; Flavobacterium dehydrogenans	reviewed	Species	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Microbacteriaceae; Agromyces	33877
4593	AGRCR	Agropyron cristatum	Crested wheatgrass	Bromus cristatus	Agropyron cristatum (L.) Gaertn.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BEP clade; Pooideae; Triticeae; Agropyron	4592
63632	AGRST	Agrostis stolonifera	Creeping bentgrass		Agrostis stolonifera L.; creeping bent grass	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BEP clade; Pooideae; Poeae; Agrostidinae; Agrostis	15297
56364	AGRIP	Agrotis ipsilon	Black cutworm moth		Agrotis ipsilon (Hufnagel, 1766); Agrotis ipsolon; Agrotis ypsilon; dark sword grass moth; greasy cutworm moth	reviewed	Species	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Noctuidae; Noctuinae; Agrotis	47766
10464	GVAS	Agrotis segetum granulosis virus	AsGV	Agrotis segetum granulovirus		reviewed	Species	Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Betabaculovirus; unclassified Betabaculovirus	342107
31508	NPVAS	Agrotis segetum nuclear polyhedrosis virus	AsNPV		Agrotis segetum nucleopolyhedrovirus	reviewed	Species	Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus	328432
23810	AILAL	Ailanthus altissima	Tree of heaven	Toxicodendron altissimum	Ailanthus altissima (Mill.) Swingle; China-sumac; stinking sumac; tree-of-heaven	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; rosids; malvids; Sapindales; Simaroubaceae; Ailanthus	23809
9646	AILME	Ailuropoda melanoleuca	Giant panda		Ailuropoda melanoleuca (David, 1869); Ailuropoda melanoleura	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Carnivora; Caniformia; Ursidae; Ailuropoda	9645
9649	AILFU	Ailurus fulgens	Lesser panda	Red panda		reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Carnivora; Caniformia; Ailuridae; Ailurus	9648
11582	AINOV	Aino virus				reviewed		Viruses; ssRNA negative-strand viruses; Bunyaviridae; Orthobunyavirus	159148
8678	AIPLA	Aipysurus laevis	Olive sea snake			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Lepidosauria; Squamata; Scleroglossa; Serpentes; Colubroidea; Hydrophiidae; Aipysurus	8677
8832	AIXGA	Aix galericulata	Mandarin duck			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Anseriformes; Anatidae; Aix	8831
8833	AIXSP	Aix sponsa	Wood duck			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Anseriformes; Anatidae; Aix	8831
447093	AJECG	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432)	Darling's disease fungus	Histoplasma capsulatum	Ajellomyces capsulatus G186AR	reviewed		Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Ajellomycetaceae; Ajellomyces	5037
544712	AJECH	Ajellomyces capsulata (strain H143)	Darling's disease fungus	Histoplasma capsulatum	Ajellomyces capsulatus H143; Histoplasma capsulatum H143	reviewed		Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Ajellomycetaceae; Ajellomyces	5037
544711	AJEC8	Ajellomyces capsulata (strain H88)	Darling's disease fungus	Histoplasma capsulatum	Ajellomyces capsulatus H88; Histoplasma capsulatum H88	reviewed		Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Ajellomycetaceae; Ajellomyces	5037
339724	AJECN	Ajellomyces capsulata (strain NAm1 / WU24)	Darling's disease fungus	Histoplasma capsulatum	Ajellomyces capsulatus NAm1	reviewed		Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Ajellomycetaceae; Ajellomyces	5037
5037	AJECA	Ajellomyces capsulatus	Darling's disease fungus	Histoplasma capsulatum	Ajellomyces capsulata; Ajellomyces capsulatas	reviewed	Species	Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Ajellomycetaceae; Ajellomyces	5036
5039	AJEDE	Ajellomyces dermatitidis	Blastomyces dermatitidis		Blastomyces dermatididis; Blastomycoides dermatitidis	reviewed	Species	Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Ajellomycetaceae; Ajellomyces	5036
559297	AJEDR	Ajellomyces dermatitidis (strain ER-3 / ATCC MYA-2586)		Blastomyces dermatitidis	Ajellomyces dermatitidis ER-3	reviewed		Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Ajellomycetaceae; Ajellomyces	5039
559298	AJEDS	Ajellomyces dermatitidis (strain SLH14081)		Blastomyces dermatitidis	Ajellomyces dermatitidis SLH#14081; Ajellomyces dermatitidis SLH14081	reviewed		Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Ajellomycetaceae; Ajellomyces	5039
49984	AJUCH	Ajuga chamaepitys	Yellow bugle	Teucrium chamaepitys	Ajuga chamaepitys (L.) Schreb.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; asterids; lamiids; Lamiales; Lamiaceae; Teucrioideae; Ajuga	38595
38596	AJURE	Ajuga reptans	Bugle		Ajuga reptans L.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; asterids; lamiids; Lamiales; Lamiaceae; Teucrioideae; Ajuga	38595
19375	AKABI	Akania bidwillii	Turnipwood	Akania lucens	Akania bidwillii (Hogg) Mabb.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; rosids; malvids; Brassicales; Akaniaceae; Akania	19374
349741	AKKM8	Akkermansia muciniphila (strain ATCC BAA-835)			Akkermansia muciniphila ATCC BAA-835; Akkermansia muciniphila Muc; Akkermansia muciniphila str. ATCC BAA-835; Akkermansia muciniphila strain ATCC BAA-835; Akkermansia sp. Muc	reviewed		Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Akkermansia	239935
10070	AKOAE	Akodon aerosus	Highland grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
230186	AKOAF	Akodon affinis	Colombian grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
251311	AKOAL	Akodon albiventer	White-bellied grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
10071	AKOAN	Akodon andinus	Andean field mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
29095	AKOAZ	Akodon azarae	Azara's grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
10072	AKOBO	Akodon boliviensis	Bolivian grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
291114	AKOBU	Akodon budini	Budin's grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
29096	AKOCU	Akodon cursor	Cursor grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
291113	AKODA	Akodon dayi	Day's grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
240584	AKODO	Akodon dolores	Dolorous grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
291115	AKOFU	Akodon fumeus	Smoky grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
240588	AKOIN	Akodon iniscatus	Intelligent grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
241142	AKOJE	Akodon jelskii	Jelski's South American field mouse		Abrothrix jelskii; Chroeomys jelskii; Jelski's altiplano mouse	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Abrothrix	156196
10073	AKOJU	Akodon juninensis	Junin grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
10074	AKOKO	Akodon kofordi	Koford's grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
106110	AKOLI	Akodon lindberghi	Lindbergh's grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
29094	AKOLO	Akodon longipilis	South American field mouse		Abrothrix longipilis; long-haired grass mouse	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Abrothrix	156196
10087	AKOMI	Akodon mimus	Thespian grass mouse	Microxus mimus		reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
140761	AKOML	Akodon molinae	Molina's grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
10075	AKOMO	Akodon mollis	Soft grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
106112	AKOMN	Akodon montensis	Montane grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
106113	AKOMY	Akodon mystax	Caparao grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
89133	AKONI	Akodon nigrita	Blackish grass mouse		Ebony akodont; Thaptomys nigrita	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Thaptomys	587435
29098	AKOOL	Akodon olivaceus	South American field mouse		Abrothrix olivaceus; olive grass mouse	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Abrothrix	156196
29099	AKOOR	Akodon orophilus	El Dorado grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
230113	AKOPA	Akodon paranaensis	Parana grass mouse		Akodon paranensis; Parana akodont	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
306435	AKOPH	Akodon philipmyersi	Myers' grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
10076	AKOPU	Akodon puer	Altiplano grass mouse			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Cricetidae; Sigmodontinae; Akodon	10069
